user_id,signup_feedback,sentiment_label
1841,The instructions were unclear,negative
1842,The signup process was easy,positive
1843,I am trying this app for the first time,neutral
1844,App froze during document upload,negative
1845,The app was very easy to use,positive
1846,The app was very easy to use,positive
1847,Verification was straightforward,positive
1848,Everything worked smoothly,positive
1849,I am exploring different payment apps,neutral
1850,I had trouble linking my bank,negative
1851,Fast and simple onboarding,positive
1852,I want an easier way to transfer money,neutral
1853,App froze during document upload,negative
1854,It took too long to verify my account,negative
1855,The verification process is confusing,negative
1856,I signed up to manage my spending,neutral
1857,I am exploring different payment apps,neutral
1858,I am trying this app for the first time,neutral
1859,It took too long to verify my account,negative
1860,Verification was straightforward,positive
1861,The signup process was easy,positive
1862,The app was very easy to use,positive
1863,Verification was straightforward,positive
1864,Verification was straightforward,positive
1865,I am exploring different payment apps,neutral
1866,Everything worked smoothly,positive
1867,I had trouble linking my bank,negative
1868,Verification was straightforward,positive
1869,The instructions were unclear,negative
1870,The app was very easy to use,positive
1871,I signed up to manage my spending,neutral
1872,Everything worked smoothly,positive
1873,I want an easier way to transfer money,neutral
1874,I want an easier way to transfer money,neutral
1875,It took too long to verify my account,negative
1876,Verification was straightforward,positive
1877,I am exploring different payment apps,neutral
1878,Everything worked smoothly,positive
1879,The signup process was easy,positive
1880,Fast and simple onboarding,positive
1881,Verification was straightforward,positive
1882,The instructions were unclear,negative
1883,I am trying this app for the first time,neutral
1884,Verification was straightforward,positive
1885,I am exploring different payment apps,neutral
1886,I signed up to manage my spending,neutral
1887,It took too long to verify my account,negative
1888,I am trying this app for the first time,neutral
1889,App froze during document upload,negative
1890,The instructions were unclear,negative
1891,I want an easier way to transfer money,neutral
1892,I want an easier way to transfer money,neutral
1893,I am exploring different payment apps,neutral
1894,I am exploring different payment apps,neutral
1895,I signed up to manage my spending,neutral
1896,I am trying this app for the first time,neutral
1897,The signup process was easy,positive
1898,App froze during document upload,negative
1899,I want to send money internationally,neutral
1900,I am trying this app for the first time,neutral
1901,I am trying this app for the first time,neutral
1902,I want to send money internationally,neutral
1903,App froze during document upload,negative
1904,The app was very easy to use,positive
1905,I am trying this app for the first time,neutral
1906,The instructions were unclear,negative
1907,The signup process was easy,positive
1908,Verification was straightforward,positive
1909,I am trying this app for the first time,neutral
1910,The signup process was easy,positive
1911,It took too long to verify my account,negative
1912,I am exploring different payment apps,neutral
1913,I had trouble linking my bank,negative
1914,I am exploring different payment apps,neutral
1915,Verification was straightforward,positive
1916,I am exploring different payment apps,neutral
1917,The instructions were unclear,negative
1918,I signed up to manage my spending,neutral
1919,I am exploring different payment apps,neutral
1920,Everything worked smoothly,positive
1921,It took too long to verify my account,negative
1922,I want to send money internationally,neutral
1923,App froze during document upload,negative
1924,I want to send money internationally,neutral
1925,I want to send money internationally,neutral
1926,Everything worked smoothly,positive
1927,Fast and simple onboarding,positive
1928,I want to send money internationally,neutral
1929,I signed up to manage my spending,neutral
1930,I am exploring different payment apps,neutral
1931,Verification was straightforward,positive
1932,App froze during document upload,negative
1933,I want an easier way to transfer money,neutral
1934,I want to send money internationally,neutral
1935,I am exploring different payment apps,neutral
1936,Everything worked smoothly,positive
1937,I want to send money internationally,neutral
1938,I am trying this app for the first time,neutral
1939,I want to send money internationally,neutral
1940,I signed up to manage my spending,neutral
1941,App froze during document upload,negative
1942,I want an easier way to transfer money,neutral
1943,I want to send money internationally,neutral
1944,I want an easier way to transfer money,neutral
1945,I am exploring different payment apps,neutral
1946,I signed up to manage my spending,neutral
1947,The verification process is confusing,negative
1948,The app was very easy to use,positive
1949,I want an easier way to transfer money,neutral
1950,I want to send money internationally,neutral
1951,I am trying this app for the first time,neutral
1952,I am exploring different payment apps,neutral
1953,I am exploring different payment apps,neutral
1954,The signup process was easy,positive
1955,The app was very easy to use,positive
1956,Verification was straightforward,positive
1957,I had trouble linking my bank,negative
1958,It took too long to verify my account,negative
1959,Verification was straightforward,positive
1960,I am exploring different payment apps,neutral
1961,I am exploring different payment apps,neutral
1962,I signed up to manage my spending,neutral
1963,The verification process is confusing,negative
1964,I am trying this app for the first time,neutral
1965,The app was very easy to use,positive
1966,It took too long to verify my account,negative
1967,I am trying this app for the first time,neutral
1968,I want an easier way to transfer money,neutral
1969,I want to send money internationally,neutral
1970,I want an easier way to transfer money,neutral
1971,App froze during document upload,negative
1972,Everything worked smoothly,positive
1973,The app was very easy to use,positive
1974,Everything worked smoothly,positive
1975,I am exploring different payment apps,neutral
1976,App froze during document upload,negative
1977,Fast and simple onboarding,positive
1978,I am exploring different payment apps,neutral
1979,I am trying this app for the first time,neutral
1980,I had trouble linking my bank,negative
1981,The instructions were unclear,negative
1982,I signed up to manage my spending,neutral
1983,It took too long to verify my account,negative
1984,I am exploring different payment apps,neutral
1985,The app was very easy to use,positive
1986,I am exploring different payment apps,neutral
1987,I want an easier way to transfer money,neutral
1988,Fast and simple onboarding,positive
1989,I signed up to manage my spending,neutral
1990,The app was very easy to use,positive
1991,The instructions were unclear,negative
1992,I had trouble linking my bank,negative
1993,I am exploring different payment apps,neutral
1994,Everything worked smoothly,positive
1995,Verification was straightforward,positive
1996,I signed up to manage my spending,neutral
1997,I want to send money internationally,neutral
1998,I want an easier way to transfer money,neutral
1999,Verification was straightforward,positive
2000,The signup process was easy,positive
2001,Verification was straightforward,positive
2002,The instructions were unclear,negative
2003,The instructions were unclear,negative
2004,I am trying this app for the first time,neutral
2005,I am exploring different payment apps,neutral
2006,It took too long to verify my account,negative
2007,It took too long to verify my account,negative
2008,I want an easier way to transfer money,neutral
2009,I am exploring different payment apps,neutral
2010,I want to send money internationally,neutral
2011,The verification process is confusing,negative
2012,I want an easier way to transfer money,neutral
2013,I want an easier way to transfer money,neutral
2014,I signed up to manage my spending,neutral
2015,I am exploring different payment apps,neutral
2016,The verification process is confusing,negative
2017,The app was very easy to use,positive
2018,The app was very easy to use,positive
2019,The instructions were unclear,negative
2020,I signed up to manage my spending,neutral
2021,The app was very easy to use,positive
2022,I signed up to manage my spending,neutral
2023,The signup process was easy,positive
2024,I want to send money internationally,neutral
2025,I am exploring different payment apps,neutral
2026,I signed up to manage my spending,neutral
2027,I signed up to manage my spending,neutral
2028,Fast and simple onboarding,positive
2029,I am exploring different payment apps,neutral
2030,The signup process was easy,positive
2031,Fast and simple onboarding,positive
2032,I want an easier way to transfer money,neutral
2033,I am trying this app for the first time,neutral
2034,I want to send money internationally,neutral
2035,Everything worked smoothly,positive
2036,I am exploring different payment apps,neutral
2037,App froze during document upload,negative
2038,I want an easier way to transfer money,neutral
2039,I am exploring different payment apps,neutral
2040,The signup process was easy,positive
2041,Fast and simple onboarding,positive
2042,I signed up to manage my spending,neutral
2043,Fast and simple onboarding,positive
2044,I signed up to manage my spending,neutral
2045,I am exploring different payment apps,neutral
2046,I am trying this app for the first time,neutral
2047,The verification process is confusing,negative
2048,I am trying this app for the first time,neutral
2049,App froze during document upload,negative
2050,Everything worked smoothly,positive
2051,I want to send money internationally,neutral
2052,I had trouble linking my bank,negative
2053,App froze during document upload,negative
2054,I want to send money internationally,neutral
2055,I am exploring different payment apps,neutral
2056,I want an easier way to transfer money,neutral
2057,The signup process was easy,positive
2058,I am trying this app for the first time,neutral
2059,I signed up to manage my spending,neutral
2060,The app was very easy to use,positive
2061,The instructions were unclear,negative
2062,The app was very easy to use,positive
2063,App froze during document upload,negative
2064,I signed up to manage my spending,neutral
2065,App froze during document upload,negative
2066,I signed up to manage my spending,neutral
2067,I am exploring different payment apps,neutral
2068,Fast and simple onboarding,positive
2069,Verification was straightforward,positive
2070,The signup process was easy,positive
2071,I want to send money internationally,neutral
2072,I want to send money internationally,neutral
2073,The signup process was easy,positive
2074,Verification was straightforward,positive
2075,I want to send money internationally,neutral
2076,I want to send money internationally,neutral
2077,I signed up to manage my spending,neutral
2078,I am exploring different payment apps,neutral
2079,The app was very easy to use,positive
2080,I want an easier way to transfer money,neutral
2081,I signed up to manage my spending,neutral
2082,I am trying this app for the first time,neutral
2083,I am exploring different payment apps,neutral
2084,Fast and simple onboarding,positive
2085,It took too long to verify my account,negative
2086,App froze during document upload,negative
2087,I am trying this app for the first time,neutral
2088,App froze during document upload,negative
2089,I am trying this app for the first time,neutral
2090,I want an easier way to transfer money,neutral
2091,I am exploring different payment apps,neutral
2092,The instructions were unclear,negative
2093,I am exploring different payment apps,neutral
2094,I had trouble linking my bank,negative
2095,It took too long to verify my account,negative
2096,I am trying this app for the first time,neutral
2097,I am exploring different payment apps,neutral
2098,Verification was straightforward,positive
2099,The verification process is confusing,negative
2100,I am exploring different payment apps,neutral
2101,The instructions were unclear,negative
2102,I had trouble linking my bank,negative
2103,It took too long to verify my account,negative
2104,I signed up to manage my spending,neutral
2105,It took too long to verify my account,negative
2106,I want to send money internationally,neutral
2107,I am trying this app for the first time,neutral
2108,The instructions were unclear,negative
2109,I signed up to manage my spending,neutral
2110,Verification was straightforward,positive
2111,I am exploring different payment apps,neutral
2112,Verification was straightforward,positive
2113,The app was very easy to use,positive
2114,I signed up to manage my spending,neutral
2115,I am exploring different payment apps,neutral
2116,Everything worked smoothly,positive
2117,I want an easier way to transfer money,neutral
2118,App froze during document upload,negative
2119,I am trying this app for the first time,neutral
2120,I want to send money internationally,neutral
2121,I am trying this app for the first time,neutral
2122,I am trying this app for the first time,neutral
2123,Verification was straightforward,positive
2124,The signup process was easy,positive
2125,App froze during document upload,negative
2126,The instructions were unclear,negative
2127,The signup process was easy,positive
2128,I am trying this app for the first time,neutral
2129,The signup process was easy,positive
2130,The instructions were unclear,negative
2131,I am exploring different payment apps,neutral
2132,Verification was straightforward,positive
2133,I had trouble linking my bank,negative
2134,I am trying this app for the first time,neutral
2135,The verification process is confusing,negative
2136,I had trouble linking my bank,negative
2137,The app was very easy to use,positive
2138,The instructions were unclear,negative
2139,Verification was straightforward,positive
2140,It took too long to verify my account,negative
2141,App froze during document upload,negative
2142,The verification process is confusing,negative
2143,I am trying this app for the first time,neutral
2144,It took too long to verify my account,negative
2145,The signup process was easy,positive
2146,I am trying this app for the first time,neutral
2147,I want to send money internationally,neutral
2148,I am exploring different payment apps,neutral
2149,I signed up to manage my spending,neutral
2150,I am trying this app for the first time,neutral
2151,I want to send money internationally,neutral
2152,I signed up to manage my spending,neutral
2153,Fast and simple onboarding,positive
2154,I want an easier way to transfer money,neutral
2155,I am exploring different payment apps,neutral
2156,I want an easier way to transfer money,neutral
2157,The verification process is confusing,negative
2158,I want an easier way to transfer money,neutral
2159,I want an easier way to transfer money,neutral
2160,Verification was straightforward,positive
2161,I am exploring different payment apps,neutral
2162,Verification was straightforward,positive
2163,I am exploring different payment apps,neutral
2164,Verification was straightforward,positive
2165,I want to send money internationally,neutral
2166,App froze during document upload,negative
2167,I am exploring different payment apps,neutral
2168,I signed up to manage my spending,neutral
2169,Fast and simple onboarding,positive
2170,I had trouble linking my bank,negative
2171,App froze during document upload,negative
2172,I want an easier way to transfer money,neutral
2173,The verification process is confusing,negative
2174,I signed up to manage my spending,neutral
2175,App froze during document upload,negative
2176,The verification process is confusing,negative
2177,Verification was straightforward,positive
2178,I want an easier way to transfer money,neutral
2179,Everything worked smoothly,positive
2180,I am exploring different payment apps,neutral
2181,I want to send money internationally,neutral
2182,I am trying this app for the first time,neutral
2183,I am trying this app for the first time,neutral
2184,App froze during document upload,negative
2185,I want to send money internationally,neutral
2186,App froze during document upload,negative
2187,I had trouble linking my bank,negative
2188,I am exploring different payment apps,neutral
2189,The signup process was easy,positive
2190,I am trying this app for the first time,neutral
2191,I want an easier way to transfer money,neutral
2192,I want to send money internationally,neutral
2193,I am trying this app for the first time,neutral
2194,The app was very easy to use,positive
2195,Everything worked smoothly,positive
2196,I am exploring different payment apps,neutral
2197,The instructions were unclear,negative
2198,App froze during document upload,negative
2199,App froze during document upload,negative
2200,Fast and simple onboarding,positive
2201,I want to send money internationally,neutral
2202,The signup process was easy,positive
2203,Verification was straightforward,positive
2204,It took too long to verify my account,negative
2205,App froze during document upload,negative
2206,I signed up to manage my spending,neutral
2207,The app was very easy to use,positive
2208,I had trouble linking my bank,negative
2209,I am exploring different payment apps,neutral
2210,App froze during document upload,negative
2211,I am exploring different payment apps,neutral
2212,I want to send money internationally,neutral
2213,I want an easier way to transfer money,neutral
2214,I signed up to manage my spending,neutral
2215,I am trying this app for the first time,neutral
2216,I am exploring different payment apps,neutral
2217,I signed up to manage my spending,neutral
2218,App froze during document upload,negative
2219,I am exploring different payment apps,neutral
2220,The instructions were unclear,negative
2221,I signed up to manage my spending,neutral
2222,Verification was straightforward,positive
2223,The verification process is confusing,negative
2224,The verification process is confusing,negative
2225,I had trouble linking my bank,negative
2226,I am exploring different payment apps,neutral
2227,I am exploring different payment apps,neutral
2228,The app was very easy to use,positive
2229,I want to send money internationally,neutral
2230,I signed up to manage my spending,neutral
2231,I want to send money internationally,neutral
2232,I want an easier way to transfer money,neutral
2233,I want to send money internationally,neutral
2234,The signup process was easy,positive
2235,I signed up to manage my spending,neutral
2236,Verification was straightforward,positive
2237,The app was very easy to use,positive
2238,Everything worked smoothly,positive
2239,I am exploring different payment apps,neutral
2240,App froze during document upload,negative
2241,I had trouble linking my bank,negative
2242,I am trying this app for the first time,neutral
2243,The signup process was easy,positive
2244,The verification process is confusing,negative
2245,I want to send money internationally,neutral
2246,The app was very easy to use,positive
2247,Fast and simple onboarding,positive
2248,I am trying this app for the first time,neutral
2249,I had trouble linking my bank,negative
2250,I signed up to manage my spending,neutral
2251,I want an easier way to transfer money,neutral
2252,The app was very easy to use,positive
2253,The instructions were unclear,negative
2254,The app was very easy to use,positive
2255,The app was very easy to use,positive
2256,The verification process is confusing,negative
2257,I am exploring different payment apps,neutral
2258,I am trying this app for the first time,neutral
2259,The signup process was easy,positive
2260,Verification was straightforward,positive
2261,It took too long to verify my account,negative
2262,Fast and simple onboarding,positive
2263,I want an easier way to transfer money,neutral
2264,The instructions were unclear,negative
2265,It took too long to verify my account,negative
2266,Everything worked smoothly,positive
2267,The signup process was easy,positive
2268,I am exploring different payment apps,neutral
2269,The signup process was easy,positive
2270,I want to send money internationally,neutral
2271,I want an easier way to transfer money,neutral
2272,I am trying this app for the first time,neutral
2273,I want to send money internationally,neutral
2274,The signup process was easy,positive
2275,Fast and simple onboarding,positive
2276,The instructions were unclear,negative
2277,The signup process was easy,positive
2278,Fast and simple onboarding,positive
2279,I signed up to manage my spending,neutral
2280,I want an easier way to transfer money,neutral
2281,App froze during document upload,negative
2282,I signed up to manage my spending,neutral
2283,I am exploring different payment apps,neutral
2284,It took too long to verify my account,negative
2285,I want to send money internationally,neutral
2286,I had trouble linking my bank,negative
2287,I am trying this app for the first time,neutral
2288,Everything worked smoothly,positive
2289,I am exploring different payment apps,neutral
2290,I want an easier way to transfer money,neutral
2291,I want an easier way to transfer money,neutral
2292,The instructions were unclear,negative
2293,The signup process was easy,positive
2294,I had trouble linking my bank,negative
2295,Verification was straightforward,positive
2296,It took too long to verify my account,negative
2297,I want to send money internationally,neutral
2298,I want to send money internationally,neutral
2299,I am exploring different payment apps,neutral
2300,I signed up to manage my spending,neutral
2301,I signed up to manage my spending,neutral
2302,I signed up to manage my spending,neutral
2303,I am exploring different payment apps,neutral
2304,I am exploring different payment apps,neutral
2305,Everything worked smoothly,positive
2306,I signed up to manage my spending,neutral
2307,I want to send money internationally,neutral
2308,I am trying this app for the first time,neutral
2309,It took too long to verify my account,negative
2310,App froze during document upload,negative
2311,Fast and simple onboarding,positive
2312,Verification was straightforward,positive
2313,I am trying this app for the first time,neutral
2314,The instructions were unclear,negative
2315,I want an easier way to transfer money,neutral
2316,I want to send money internationally,neutral
2317,I signed up to manage my spending,neutral
2318,I am trying this app for the first time,neutral
2319,I want an easier way to transfer money,neutral
2320,I am trying this app for the first time,neutral
2321,I am exploring different payment apps,neutral
2322,I want an easier way to transfer money,neutral
2323,I am trying this app for the first time,neutral
2324,I signed up to manage my spending,neutral
2325,Everything worked smoothly,positive
2326,I signed up to manage my spending,neutral
2327,I want an easier way to transfer money,neutral
2328,The app was very easy to use,positive
2329,App froze during document upload,negative
2330,I am exploring different payment apps,neutral
2331,I want an easier way to transfer money,neutral
2332,App froze during document upload,negative
2333,I want to send money internationally,neutral
2334,I am exploring different payment apps,neutral
2335,App froze during document upload,negative
2336,I signed up to manage my spending,neutral
2337,Everything worked smoothly,positive
2338,I want to send money internationally,neutral
2339,I signed up to manage my spending,neutral
2340,The verification process is confusing,negative
2341,Verification was straightforward,positive
2342,I want to send money internationally,neutral
2343,It took too long to verify my account,negative
2344,I am exploring different payment apps,neutral
2345,Everything worked smoothly,positive
2346,App froze during document upload,negative
2347,App froze during document upload,negative
2348,Everything worked smoothly,positive
2349,I signed up to manage my spending,neutral
2350,Everything worked smoothly,positive
2351,The verification process is confusing,negative
2352,I am exploring different payment apps,neutral
2353,I want an easier way to transfer money,neutral
2354,The signup process was easy,positive
2355,The instructions were unclear,negative
2356,I had trouble linking my bank,negative
2357,I had trouble linking my bank,negative
2358,I want to send money internationally,neutral
2359,Everything worked smoothly,positive
2360,App froze during document upload,negative
2361,I want to send money internationally,neutral
2362,I signed up to manage my spending,neutral
2363,The signup process was easy,positive
2364,Verification was straightforward,positive
2365,The instructions were unclear,negative
2366,Verification was straightforward,positive
2367,I want to send money internationally,neutral
2368,App froze during document upload,negative
2369,I am trying this app for the first time,neutral
2370,I want an easier way to transfer money,neutral
2371,The app was very easy to use,positive
2372,Fast and simple onboarding,positive
2373,I am exploring different payment apps,neutral
2374,The app was very easy to use,positive
2375,Everything worked smoothly,positive
2376,The verification process is confusing,negative
2377,I want an easier way to transfer money,neutral
2378,I want to send money internationally,neutral
2379,Everything worked smoothly,positive
2380,Verification was straightforward,positive
2381,I am trying this app for the first time,neutral
2382,The app was very easy to use,positive
2383,I signed up to manage my spending,neutral
2384,I want an easier way to transfer money,neutral
2385,I am trying this app for the first time,neutral
2386,I am trying this app for the first time,neutral
2387,I want an easier way to transfer money,neutral
2388,The signup process was easy,positive
2389,I am trying this app for the first time,neutral
2390,I am trying this app for the first time,neutral
2391,I want to send money internationally,neutral
2392,Fast and simple onboarding,positive
2393,I am trying this app for the first time,neutral
2394,The instructions were unclear,negative
2395,The verification process is confusing,negative
2396,I want to send money internationally,neutral
2397,The verification process is confusing,negative
2398,Fast and simple onboarding,positive
2399,It took too long to verify my account,negative
2400,The instructions were unclear,negative
2401,I signed up to manage my spending,neutral
2402,Everything worked smoothly,positive
2403,Fast and simple onboarding,positive
2404,The verification process is confusing,negative
2405,Everything worked smoothly,positive
2406,I want an easier way to transfer money,neutral
2407,The app was very easy to use,positive
2408,App froze during document upload,negative
2409,I signed up to manage my spending,neutral
2410,It took too long to verify my account,negative
2411,I want to send money internationally,neutral
2412,Fast and simple onboarding,positive
2413,I want to send money internationally,neutral
2414,Verification was straightforward,positive
2415,The verification process is confusing,negative
2416,I am trying this app for the first time,neutral
2417,The instructions were unclear,negative
2418,App froze during document upload,negative
2419,The signup process was easy,positive
2420,I am exploring different payment apps,neutral
2421,Fast and simple onboarding,positive
2422,I am trying this app for the first time,neutral
2423,I want to send money internationally,neutral
2424,Everything worked smoothly,positive
2425,Verification was straightforward,positive
2426,It took too long to verify my account,negative
2427,I signed up to manage my spending,neutral
2428,I am exploring different payment apps,neutral
2429,I am trying this app for the first time,neutral
2430,I am exploring different payment apps,neutral
2431,I signed up to manage my spending,neutral
2432,Verification was straightforward,positive
2433,The app was very easy to use,positive
2434,I want an easier way to transfer money,neutral
2435,Everything worked smoothly,positive
2436,I want to send money internationally,neutral
2437,App froze during document upload,negative
2438,Everything worked smoothly,positive
2439,The instructions were unclear,negative
2440,I am trying this app for the first time,neutral
2441,I am exploring different payment apps,neutral
2442,I had trouble linking my bank,negative
2443,I am trying this app for the first time,neutral
2444,The signup process was easy,positive
2445,I had trouble linking my bank,negative
2446,I signed up to manage my spending,neutral
2447,The instructions were unclear,negative
2448,I want to send money internationally,neutral
2449,The signup process was easy,positive
2450,I want an easier way to transfer money,neutral
2451,Verification was straightforward,positive
2452,The app was very easy to use,positive
2453,It took too long to verify my account,negative
2454,Verification was straightforward,positive
2455,I am trying this app for the first time,neutral
2456,I want to send money internationally,neutral
2457,I signed up to manage my spending,neutral
2458,The verification process is confusing,negative
2459,I am exploring different payment apps,neutral
2460,I signed up to manage my spending,neutral
2461,Fast and simple onboarding,positive
2462,I am exploring different payment apps,neutral
2463,I signed up to manage my spending,neutral
2464,I want an easier way to transfer money,neutral
2465,I had trouble linking my bank,negative
2466,I want an easier way to transfer money,neutral
2467,I had trouble linking my bank,negative
2468,The verification process is confusing,negative
2469,App froze during document upload,negative
2470,I signed up to manage my spending,neutral
2471,The signup process was easy,positive
2472,I signed up to manage my spending,neutral
2473,The signup process was easy,positive
2474,It took too long to verify my account,negative
2475,Everything worked smoothly,positive
2476,I want to send money internationally,neutral
2477,The instructions were unclear,negative
2478,I signed up to manage my spending,neutral
2479,The instructions were unclear,negative
2480,I signed up to manage my spending,neutral
2481,I signed up to manage my spending,neutral
2482,Verification was straightforward,positive
2483,I signed up to manage my spending,neutral
2484,I signed up to manage my spending,neutral
2485,The signup process was easy,positive
2486,I want to send money internationally,neutral
2487,It took too long to verify my account,negative
2488,I am trying this app for the first time,neutral
2489,I am exploring different payment apps,neutral
2490,The verification process is confusing,negative
2491,I signed up to manage my spending,neutral
2492,App froze during document upload,negative
2493,Everything worked smoothly,positive
2494,The app was very easy to use,positive
2495,App froze during document upload,negative
2496,I am trying this app for the first time,neutral
2497,I signed up to manage my spending,neutral
2498,I had trouble linking my bank,negative
2499,I signed up to manage my spending,neutral
2500,App froze during document upload,negative
2501,Verification was straightforward,positive
2502,I want to send money internationally,neutral
2503,I had trouble linking my bank,negative
2504,I want to send money internationally,neutral
2505,Fast and simple onboarding,positive
2506,I signed up to manage my spending,neutral
2507,I want an easier way to transfer money,neutral
2508,Everything worked smoothly,positive
2509,I want an easier way to transfer money,neutral
2510,I had trouble linking my bank,negative
2511,I had trouble linking my bank,negative
2512,I want to send money internationally,neutral
2513,I want to send money internationally,neutral
2514,Fast and simple onboarding,positive
2515,I want an easier way to transfer money,neutral
2516,Everything worked smoothly,positive
2517,Fast and simple onboarding,positive
2518,Verification was straightforward,positive
2519,The app was very easy to use,positive
2520,Fast and simple onboarding,positive
2521,I am trying this app for the first time,neutral
2522,Fast and simple onboarding,positive
2523,I signed up to manage my spending,neutral
2524,Fast and simple onboarding,positive
2525,I am exploring different payment apps,neutral
2526,It took too long to verify my account,negative
2527,I am trying this app for the first time,neutral
2528,I am trying this app for the first time,neutral
2529,I am exploring different payment apps,neutral
2530,I am trying this app for the first time,neutral
2531,I am trying this app for the first time,neutral
2532,I want to send money internationally,neutral
2533,I want to send money internationally,neutral
2534,I am exploring different payment apps,neutral
2535,I am exploring different payment apps,neutral
2536,App froze during document upload,negative
2537,I am exploring different payment apps,neutral
2538,It took too long to verify my account,negative
2539,Verification was straightforward,positive
2540,Verification was straightforward,positive
2541,I am trying this app for the first time,neutral
2542,The signup process was easy,positive
2543,I want to send money internationally,neutral
2544,I want an easier way to transfer money,neutral
2545,I signed up to manage my spending,neutral
2546,Verification was straightforward,positive
2547,I am exploring different payment apps,neutral
2548,I am exploring different payment apps,neutral
2549,The signup process was easy,positive
2550,The signup process was easy,positive
2551,I want to send money internationally,neutral
2552,I am trying this app for the first time,neutral
2553,Everything worked smoothly,positive
2554,App froze during document upload,negative
2555,I am trying this app for the first time,neutral
2556,I am trying this app for the first time,neutral
2557,I had trouble linking my bank,negative
2558,I signed up to manage my spending,neutral
2559,I am exploring different payment apps,neutral
2560,I am trying this app for the first time,neutral
2561,I had trouble linking my bank,negative
2562,The signup process was easy,positive
2563,I am exploring different payment apps,neutral
2564,I am trying this app for the first time,neutral
2565,The app was very easy to use,positive
2566,The verification process is confusing,negative
2567,The instructions were unclear,negative
2568,I am exploring different payment apps,neutral
2569,I want an easier way to transfer money,neutral
2570,Fast and simple onboarding,positive
2571,The signup process was easy,positive
2572,It took too long to verify my account,negative
2573,Everything worked smoothly,positive
2574,I want to send money internationally,neutral
2575,Everything worked smoothly,positive
2576,I want an easier way to transfer money,neutral
2577,It took too long to verify my account,negative
2578,I want to send money internationally,neutral
2579,The app was very easy to use,positive
2580,I am exploring different payment apps,neutral
2581,I am exploring different payment apps,neutral
2582,I want an easier way to transfer money,neutral
2583,I want an easier way to transfer money,neutral
2584,The instructions were unclear,negative
2585,It took too long to verify my account,negative
2586,I want to send money internationally,neutral
2587,I want to send money internationally,neutral
2588,Verification was straightforward,positive
2589,I signed up to manage my spending,neutral
2590,App froze during document upload,negative
2591,I want to send money internationally,neutral
2592,I am trying this app for the first time,neutral
2593,I want to send money internationally,neutral
2594,The verification process is confusing,negative
2595,I signed up to manage my spending,neutral
2596,I want to send money internationally,neutral
2597,I signed up to manage my spending,neutral
2598,I want an easier way to transfer money,neutral
2599,I signed up to manage my spending,neutral
2600,The instructions were unclear,negative
2601,The instructions were unclear,negative
2602,The instructions were unclear,negative
2603,It took too long to verify my account,negative
2604,I want to send money internationally,neutral
2605,Everything worked smoothly,positive
2606,The instructions were unclear,negative
2607,It took too long to verify my account,negative
2608,I want to send money internationally,neutral
2609,The instructions were unclear,negative
2610,I signed up to manage my spending,neutral
2611,Fast and simple onboarding,positive
2612,I am trying this app for the first time,neutral
2613,App froze during document upload,negative
2614,I am trying this app for the first time,neutral
2615,I want an easier way to transfer money,neutral
2616,I signed up to manage my spending,neutral
2617,I want to send money internationally,neutral
2618,It took too long to verify my account,negative
2619,I want an easier way to transfer money,neutral
2620,Everything worked smoothly,positive
2621,I signed up to manage my spending,neutral
2622,I want an easier way to transfer money,neutral
2623,I want to send money internationally,neutral
2624,The signup process was easy,positive
2625,I want to send money internationally,neutral
2626,The instructions were unclear,negative
2627,I am exploring different payment apps,neutral
2628,I had trouble linking my bank,negative
2629,I want to send money internationally,neutral
2630,I am exploring different payment apps,neutral
2631,The app was very easy to use,positive
2632,I had trouble linking my bank,negative
2633,Fast and simple onboarding,positive
2634,Fast and simple onboarding,positive
2635,I signed up to manage my spending,neutral
2636,Verification was straightforward,positive
2637,Everything worked smoothly,positive
2638,I want an easier way to transfer money,neutral
2639,I want an easier way to transfer money,neutral
2640,I want an easier way to transfer money,neutral
2641,The signup process was easy,positive
2642,I want to send money internationally,neutral
2643,I am trying this app for the first time,neutral
2644,Fast and simple onboarding,positive
2645,I am trying this app for the first time,neutral
2646,App froze during document upload,negative
2647,I am exploring different payment apps,neutral
2648,I am exploring different payment apps,neutral
2649,It took too long to verify my account,negative
2650,The instructions were unclear,negative
2651,It took too long to verify my account,negative
2652,It took too long to verify my account,negative
2653,The signup process was easy,positive
2654,I signed up to manage my spending,neutral
2655,The verification process is confusing,negative
2656,I had trouble linking my bank,negative
2657,It took too long to verify my account,negative
2658,I am trying this app for the first time,neutral
2659,Verification was straightforward,positive
2660,It took too long to verify my account,negative
2661,I want an easier way to transfer money,neutral
2662,I want an easier way to transfer money,neutral
2663,The app was very easy to use,positive
2664,I am trying this app for the first time,neutral
2665,It took too long to verify my account,negative
2666,I want an easier way to transfer money,neutral
2667,I want to send money internationally,neutral
2668,I am trying this app for the first time,neutral
2669,I am exploring different payment apps,neutral
2670,I am exploring different payment apps,neutral
2671,Verification was straightforward,positive
2672,I signed up to manage my spending,neutral
2673,I want an easier way to transfer money,neutral
2674,I want an easier way to transfer money,neutral
2675,I signed up to manage my spending,neutral
2676,Fast and simple onboarding,positive
2677,I had trouble linking my bank,negative
2678,I am trying this app for the first time,neutral
2679,It took too long to verify my account,negative
2680,Verification was straightforward,positive
2681,The signup process was easy,positive
2682,I am exploring different payment apps,neutral
2683,I want to send money internationally,neutral
2684,I want an easier way to transfer money,neutral
2685,Everything worked smoothly,positive
